,Unnamed: 0,amr,Min_dist,text
74,75,"(p / picture-01
   :ARG3 (d / drag-01
            :ARG1 (p2 / person
                      :name (n / name
                               :op1 ""Obama""))
            :ARG0 (b / before
                     :op1 (p3 / person
                              :ARG3-of (h / have-org-role-91
                                          :ARG3 (j / judge-01))))
            :manner (h2 / handcuff)
            :ARG1-of (c / cause-01
                        :ARG0 (t / tap-02
                                 :ARG0 p2
                                 :ARG1 (p4 / person
                                           :name (n2 / name
                                                     :op1 ""Trump"")))))
   :ARG1-of (l / leak-01))",0.7644368989574531,Leaked pictures of Obama being dragged handcuffed before a judge because he tapped Trump.
75,76,"(a / arrest-01
   :ARG0 (g / government-organization
            :name (n / name
                     :op1 ""FBI""))
   :ARG1 (p / person
            :ARG0-of (h / have-org-role-91
                        :ARG1 (c / campaign-01
                                 :ARG1 (p2 / person
                                           :name (n2 / name
                                                     :op1 ""Clinton""
                                                     :op2 ""Campaign"")))
                        :ARG2 (o / official)))
   :ARG2 (c2 / charge-05
             :ARG1 p
             :ARG2 (t / traffic-01
                      :ARG1 (c3 / child))))",1.0,The FBI arrested a Clinton Campaign official on child trafficking charges.
76,77,"(s / stoppage-01
   :ARG4 (g / government-organization
            :name (n / name
                     :op1 ""FBI""))
   :ARG1 (i / individual-01
            :ARG0-of (h / have-org-role-91
                        :ARG1 (c / campaign-01
                                 :ARG1 (p2 / person
                                           :name (n2 / name
                                                     :op1 ""Clinton""
                                                     :op2 ""Campaign"")))
                        :ARG2 (o / official)))
   :ARG2 (c2 / charge-05
             :ARG1 i
             :ARG2 (t / traffic-01
                      :ARG1 (c3 / child))))",0.7259196760917983,Clinton Campaign officials were stopped by the FBI on charges of child trafficking.
77,78,"(h / have-org-role-91
   :ARG1 (p / person
            :ARG1-of (c2 / charge-05
                         :ARG2 (t / traffic-01
                                  :ARG1 (c3 / child)))
            :ARG4-of (a / arrest-01
                        :ARG2 c2
                        :ARG4 (g / government-organization
                                 :name (n / name
                                          :op1 ""FBI""))))
   :ARG1 (c / campaign-01
            :ARG3 (p2 / person
                      :name (n2 / name
                                :op1 ""Clinton""
                                :op2 ""Campaign"")))
   :ARG3 (o / official))",0.7621120991023569,Clinton Campaign officials are officials charged with child trafficking and arrested by the FBI.
78,79,"(h / have-rel-role-91
   :ARG3 (s1 / soul-01
             :ARG3-of (d / dig-01
                         :ARG1 (i / individual-01
                                  :ARG0-of (h2 / have-org-role-91
                                               :ARG1 (p3 / political-party
                                                         :name (n2 / name
                                                                   :op1 ""Democratic""
                                                                   :op2 ""Party"")))
                                  :mod (r / racism))
                         :ARG0-of (b / break-18
                                     :ARG1 (n3 / news)))
             :name (n / name
                      :op1 ""Rosa""
                      :op2 ""Parks""))
   :ARG3 (g1 / granddaughter-01)
   :ARG3 s1)",0.4308669589047576,Rosa Parks is the granddaughter of a soul dug for a racist Dem individual who broke the news:
79,80,"(b / break-18
   :ARG0 (d / dig-01
            :ARG4 (p1 / person-01
                      :name (n / name
                               :op1 ""Rosa""
                               :op2 ""Parks"")
                      :ARG0-of (h / have-rel-role-91
                                  :ARG4 (g1 / granddaughter-01)
                                  :ARG1 p1))
            :ARG1 (p / person-01
                     :ARG0-of (h2 / have-org-role-91
                                  :ARG1 (p3 / political-party
                                            :name (n2 / name
                                                      :op1 ""Democratic""
                                                      :op2 ""Party"")))
                     :mod (r / racism)))
   :ARG1 (n3 / news))",0.4308669589047576,Rose Parks' granddaughter digs into racist Dems breaks news.
80,81,"(s1 / slam-01
    :ARG0 (s2 / somebody-01
              :name (n / name
                       :op1 ""Rosa""
                       :op2 ""Parks"")
              :ARG0-of (h / have-rel-role-91
                          :ARG2 (g1 / granddaughter-01)
                          :ARG1 s2))
    :ARG1 (p / person-01
             :ARG0-of (h2 / have-org-role-91
                          :ARG1 (p3 / political-party
                                    :name (n2 / name
                                              :op1 ""Democratic""
                                              :op2 ""Party"")))
             :mod (r / racism))
    :ARG0-of (b / break-18
                :ARG1 (n3 / news)))",0.4308669589047576,Rosa Parks' granddaughter slammed a racist Dem on the news breaking.
82,83,"(s1 / sweep-01
    :ARG0 (p / person
             :name (n / name
                      :op1 ""Rosa""
                      :op2 ""Parks"")
             :ARG0-of (h / have-rel-role-91
                         :ARG2 (g / granddaughter)
                         :ARG1 p))
    :ARG1 (p2 / person
              :ARG0-of (h2 / have-org-role-91
                           :ARG1 (p3 / political-party
                                     :name (n2 / name
                                               :op1 ""Democratic""
                                               :op2 ""Party"")))
              :mod (r / racism))
    :ARG0-of (b / break-18
                :ARG1 (n3 / news)))",0.7958677705626576,"Rosa Parks' granddaughter swept into the racist Dems, breaking the news."
83,84,"(c / color-01
   :ARG1 (p4 / person
             :ARG3-of (o3 / own-01
                          :mod (a2 / again)
                          :ARG1-of (p3 / possible-01
                                       :op1-of (b / before
                                                  :time-of (m / matter-01
                                                              :ARG1-of (s / say-01
                                                                          :ARG2-of (a / accuse-01
                                                                                      :manner (f / false)
                                                                                      :ARG3 (p / person
                                                                                               :name (n / name
                                                                                                        :op1 ""Jim""
                                                                                                        :op2 ""Porter"")
                                                                                               :ARG0-of (h / have-org-role-91
                                                                                                           :ARG3 (o / organization
                                                                                                                    :name (n2 / name
                                                                                                                              :op1 ""NRA""))
                                                                                                           :ARG2 (p2 / president))))
                                                                          :ARG3 p)
                                                              :ARG4 (t / time)
                                                              :mod (o2 / only))))
                          :ARG3 (w / we))))",0.7516358332432943,"Color us to the owner again, who may have been owned only before the time it mattered, as falsely accused NRA President Jim Porter."
84,85,"(c1 / charge-01
    :ARG1 (s1 / someone-01
              :name (n / name
                       :op1 ""Jim""
                       :op2 ""Porter"")
              :ARG0-of (h / have-org-role-91
                          :ARG1 (o / organization
                                   :name (n2 / name
                                             :op1 ""NRA""))
                          :ARG2 (p2 / president)))
    :ARG2 (s / say-01
             :ARG0 s1
             :ARG1 (m / matter-01
                      :ARG1 (t / time)
                      :mod (o2 / only)
                      :time (b / before
                               :op1 (p3 / possible-01
                                        :ARG1 (o3 / own-01
                                                  :ARG0 (w / we)
                                                  :ARG1 (p4 / person
                                                            :ARG1-of (c / color-01))
                                                  :mod (a2 / again))))))
    :manner (f / false))",0.7276691504421556,"Someone named Jim Porter, the NRA president, was falsely charged with saying that time only matters before we can again own people of color."
85,86,"(c / color-01
   :ARG1 (p4 / person
             :ARG1-of (o3 / own-01
                          :mod (a2 / again)
                          :ARG1-of (p3 / possible-01
                                       :op1-of (b / before
                                                  :time-of (m / matter-01
                                                              :ARG1-of (s / say-01
                                                                          :ARG3-of (a / accuse-01
                                                                                      :manner (f / false)
                                                                                      :ARG1 (p / person
                                                                                               :name (n / name
                                                                                                        :op1 ""Jim""
                                                                                                        :op2 ""Porter"")
                                                                                               :ARG2-of (h / have-org-role-91
                                                                                                           :ARG4 (o / organization
                                                                                                                    :name (n2 / name
                                                                                                                              :op1 ""NRA""))
                                                                                                           :ARG0 (p2 / president))))
                                                                          :ARG0 p)
                                                              :ARG1 (t / time)
                                                              :mod (o2 / only))))
                          :ARG0 (w / we))))",0.8543356881709786,"Colored with people we could own again, before the only time it mattered, as the NRA President Jim Porter was falsely accused of."
86,87,"(c / color-01
   :ARG1 (p4 / person
             :ARG1-of (o3 / own-01
                          :mod (a2 / again)
                          :ARG1-of (p3 / possible-01
                                       :op1-of (b / before
                                                  :time-of (m / matter-01
                                                              :ARG1-of (s / say-01
                                                                          :ARG3-of (a / accuse-01
                                                                                      :manner (f / false)
                                                                                      :ARG1 (p / person
                                                                                               :name (n / name
                                                                                                        :op1 ""Jim""
                                                                                                        :op2 ""Porter"")
                                                                                               :ARG2-of (h / have-org-role-91
                                                                                                           :ARG3 (o / organization
                                                                                                                    :name (n2 / name
                                                                                                                              :op1 ""NRA""))
                                                                                                           :ARG2 (p2 / president))))
                                                                          :ARG1 p)
                                                              :ARG1 (t / time)
                                                              :mod (o2 / only))))
                          :ARG0 (w / we))))",0.8313988747922296,"Colored with people we could own again, only before the time mattered, as was said, when the NRA President Jim Porter was falsely accused."
87,88,"(r / raise-01
   :ARG0 (b / bid-01
            :ARG0 (p / person
                     :name (n / name
                              :op1 ""Biden"")))
   :ARG1 (p2 / possible-01
             :ARG1 (b2 / bid-01
                       :ARG0 p
                       :ARG0-of (h / have-org-role-91
                                   :ARG2 (p3 / president)))
             :time (d / date-entity
                      :year 2020)))",1.0,Biden's bid raises the possibility of a presidential bid in 2020.
88,89,"(r / raise-01
   :ARG3 (b / bid-01
            :ARG3 (p / person
                     :name (n / name
                              :op1 ""Biden"")))
   :ARG1 (p2 / possible-01
             :ARG1 (b2 / bid-01
                       :ARG0 p
                       :ARG0-of (h / have-org-role-91
                                   :ARG2 (p3 / president)))
             :time (d / date-entity
                      :year 2020)))",0.8592733101654698,Biden's bid will raise the possibility of a presidential bid in 2020.
89,90,"(s / shut-down-05
   :ARG4 (p / publication
            :name (n / name
                     :op1 ""Snapchat"")))",0.6910980793104813,Snapchat shut down.
90,91,"(d / distinguish-01
   :ARG0 (m / mortal-01
            :name (n / name
                     :op1 ""Rice""))
   :ARG1 (t1 / thing-01
             :ARG0-of (c1 / causal_agent-01
                          :ARG1 (u1 / unmask-01
                                    :ARG0 m
                                    :ARG1 (p / person-01
                                             :ARG0-of (h / have-org-role-91
                                                         :ARG1 (p3 / person
                                                                   :name (n2 / name
                                                                             :op1 ""Trump""))
                                                         :ARG2 (a / aide))))))
   :ARG2 (p4 / person
             :ARG0-of (ii / investigate-01)))",0.4205577436626551,"The mortal, Rice, distinguished himself from the investigators as the causal agent in unmasking Trump's aides."
91,92,"(c / cause-01
   :ARG0 (t2 / thing)
   :ARG1 (u / unmask-01
            :ARG0 (p / person
                     :ARG2-of (t / tell-01
                                 :ARG1 t2
                                 :ARG2 (p4 / person
                                           :ARG0-of (ii / investigate-01)))
                     :name (n / name
                              :op1 ""Rice""))
            :ARG1 (p2 / person
                      :ARG0-of (h / have-org-role-91
                                  :ARG1 (p3 / person
                                            :name (n2 / name
                                                      :op1 ""Trump""))
                                  :ARG2 (a / aide)))))",0.9275775475920304,"Because of what Rice told investigators, he unmasked a Trump aide."
92,93,"(t / tell-01
   :ARG4 (p / person
            :name (n / name
                     :op1 ""Rice""))
   :ARG4 (t2 / thing
             :ARG1-of (c / cause-01
                         :ARG1 (u / unmask-01
                                  :ARG0 p
                                  :ARG1 (p2 / person
                                            :ARG0-of (h / have-org-role-91
                                                        :ARG1 (p3 / person
                                                                  :name (n2 / name
                                                                            :op1 ""Trump""))
                                                        :ARG2 (a / aide))))))
   :ARG2 (p4 / person
             :ARG0-of (ii / investigate-01)))",0.881571998632219,Rice told investigators why he was unmasking a Trump aide.
93,94,"(t / tell-01
   :ARG2 (p / person
            :name (n / name
                     :op1 ""Rice""))
   :ARG1 (t2 / thing
             :ARG0-of (c / cause-01
                         :ARG1 (u / unmask-01
                                  :ARG0 p
                                  :ARG1 (p2 / person
                                            :ARG0-of (h / have-org-role-91
                                                        :ARG1 (p3 / person
                                                                  :name (n2 / name
                                                                            :op1 ""Trump""))
                                                        :ARG2 (a / aide))))))
   :ARG2 (p4 / person
             :ARG0-of (ii / investigate-01)))",0.9275775475920304,Rice told investigators why she was unmasking a Trump aide.
94,95,"(c1 / check-01
    :ARG0 (s / somebody-01
             :ARG0-of (l / lie-08
                         :ARG2 (p3 / person
                                   :name (n2 / name
                                             :op1 ""Trump"")))
             :ARG3-of (f1 / fire-01
                          :ARG0 (c2 / contrive-01
                                    :ARG1-of (m1 / major-01))
                          :ARG1-of (c / cause-01
                                      :ARG0 l)
                          :mod (j / just))
             :name (n / name
                      :op1 ""Meryl""
                      :op2 ""Streep"")))",0.406093637196455,"Someone who lied about Trump and was just fired for it by major contrive, Meryl Straep, checked."
95,96,"(c / cause-01
   :ARG1 (f1 / fire-01
             :mod (j / just)
             :ARG1 (p1 / person-01
                       :name (n / name
                                :op1 ""Meryl""
                                :op2 ""Streep"")
                       :ARG0-of (f2 / fail-01))
             :ARG2 (p / project-01
                      :ARG1-of (m / major-02)))
   :ARG0 (l / lie-08
            :ARG0 p1
            :ARG2 (p3 / person
                      :name (n2 / name
                                :op1 ""Trump""))))",0.4209046577244735,"Because she lies about Trump, the failed Meryl Straep is just fired for a major projection."
96,97,"(b / break-18
   :ARG4 (p / person
            :ARG0-of (l / lie-08
                        :ARG2 (p3 / person
                                  :name (n2 / name
                                            :op1 ""Trump"")))
            :ARG2-of (f / fire-02
                        :ARG4 (p2 / project
                                  :ARG1-of (m / major-02))
                        :ARG1-of (c / cause-01
                                    :ARG0 l)
                        :mod (j / just))
            :name (n / name
                     :op1 ""Meryl""
                     :op2 ""Streep"")))",0.8045745782279125,"Breaking news for Meryl Straep, a liar who lied about Trump and just got fired from a major project because of her."
97,98,"(e1 / e-mail-01
    :ARG0 (p / person
             :name (n / name
                      :op1 ""Clinton""))
    :ARG1 (o / obligate-01
             :ARG2 (d / destroy-01
                      :ARG0 (w / we)
                      :ARG1 (c / country
                               :name (n2 / name
                                         :op1 ""Syria""))
                      :beneficiary (c2 / country
                                       :name (n3 / name
                                                 :op1 ""Israel"")))))",0.8493792912902227,Clinton emailed that we must destroy Syria for Israel.
98,99,"(e / email-01
   :ARG2 (p / person
            :name (n / name
                     :op1 ""Clinton""))
   :ARG1 (o / obligate-01
            :ARG1 (d / destroy-01
                     :ARG3 (w / we)
                     :ARG1 (c / country
                              :name (n2 / name
                                        :op1 ""Syria""))
                     :beneficiary (c2 / country
                                      :name (n3 / name
                                                :op1 ""Israel"")))))",0.7184888260924258,Clinton emailed that we had to destroy Syria for Israel.
99,100,"(e1 / e-mail-01
    :ARG4 (s / somebody-01
             :name (n / name
                      :op1 ""Clinton""))
    :ARG3 (o1 / obligate-01
              :ARG1 (d1 / destroy-01
                        :ARG0 (w / we)
                        :ARG2 (c / country
                                 :name (n2 / name
                                           :op1 ""Syria""))
                        :beneficiary (c2 / country
                                         :name (n3 / name
                                                   :op1 ""Israel"")))))",0.5251780203438415,"somebody e-mailed Clinton, ""We must destroy Syria for Israel."""
101,102,"(h / host-01
   :ARG0 (p / person
            :ARG0-of (c / call-03
                        :ARG1 (r / rape-01
                                 :ARG1 (w / woman
                                          :ARG1-of (w2 / white-02))
                                 :mod (j / jihad)))
            :name (n / name
                     :op1 ""Fareed""
                     :op2 ""Zakaria""))
   :ARG1 (p2 / publication
             :name (n2 / name
                       :op1 ""CNN"")))",1.0,"Fareed Zakaria hosts CNN, calling for the rape of white women in jihad."
102,103,"(h / host-01
   :ARG3 (p / person
            :ARG2-of (c / call-03
                        :ARG1 (r / rape-01
                                 :ARG1 (w / woman
                                          :ARG1-of (w2 / white-02))
                                 :mod (j / jihad)))
            :name (n / name
                     :op1 ""Fareed""
                     :op2 ""Zakaria""))
   :ARG0 (p2 / publication
             :name (n2 / name
                       :op1 ""CNN"")))",0.7751208565489612,Fareed Zakaria hosts CNN on the call for jihadi rape of white women.
104,105,"(p1 / possible-01
    :ARG1 (w1 / win-01
              :ARG1 (m / mortal-01
                       :name (n / name
                                :op1 ""Trump""))
              :ARG2 (a / award
                       :name (n2 / name
                                 :op1 ""Nobel""
                                 :op2 ""Peace""
                                 :op3 ""Prize"")))
    :ARG3-of (s / significant-02
                :ARG2 (a2 / achieve-01
                          :ARG0 (p3 / policy-01
                                    :ARG3 (f / foreign)))
                :domain (p4 / peace
                            :location (p5 / peninsula
                                          :name (n3 / name
                                                    :op1 ""Korean""
                                                    :op2 ""Peninsula"")))))",0.7121268726082486,Peace on the Korean Peninsula is a significant foreign policy achievement and could win the Nobel Peace Prize.
105,106,"(p1 / possible-01
    :ARG1 (w1 / winnings-01
              :ARG1 (p6 / person-01
                        :name (n / name
                                 :op1 ""Trump""))
              :ARG1 (a / award
                       :name (n2 / name
                                 :op1 ""Nobel""
                                 :op2 ""Peace""
                                 :op3 ""Prize"")))
    :ARG1-of (s / significant-02
                :ARG2 (a2 / achieve-01
                          :ARG0 (p3 / policy-01
                                    :ARG2 (f / foreign)))
                :domain (p4 / peace
                            :location (p5 / peninsula
                                          :name (n3 / name
                                                    :op1 ""Korean""
                                                    :op2 ""Peninsula"")))))",0.7449552054294484,"Peace on the Korean Peninsula could be Trump's Nobel Peace Prize winnings, a significant foreign policy achievement."
106,107,"(p / possible-01
   :ARG0 (w / win-01
            :ARG2 (p2 / person
                      :name (n / name
                               :op1 ""Trump""))
            :ARG4 (a / award
                     :name (n2 / name
                               :op1 ""Nobel""
                               :op2 ""Peace""
                               :op3 ""Prize"")))
   :ARG1-of (s / significant-02
               :ARG2 (a2 / achieve-01
                         :ARG0 (p3 / policy-01
                                   :ARG2 (f / foreign)))
               :domain (p4 / peace
                           :location (p5 / peninsula
                                         :name (n3 / name
                                                   :op1 ""Korean""
                                                   :op2 ""Peninsula"")))))",0.82034995900093,Peace on the Korean Peninsula is a significant foreign policy achievement that Trump could win the Nobel Peace Prize.
107,108,"(u1 / update-01
    :ARG1 (w / will-01
             :ARG0 (i / individual-01
                      :name (n / name
                               :op1 ""Hillary""
                               :op2 ""Clinton""))
             :ARG1 (c / country)
             :time (a / announce-01
                      :ARG1 (ii / indict-01
                                :ARG1 (p2 / person
                                          :name (n2 / name
                                                    :op1 ""Murdoch""))))))",0.4930289062542142,Update: Hillary Clinton's willingness to the country came as Murdoch's indictment was announced.
108,109,"(u / update-02
   :ARG2 (l / leave-11
            :ARG3 (p / person
                     :name (n / name
                              :op1 ""Hillary""
                              :op2 ""Clinton""))
            :ARG2 (c / country)
            :time (a / announce-01
                     :ARG1 (ii / indict-01
                               :ARG2 (p2 / person
                                         :name (n2 / name
                                                   :op1 ""Murdoch""))))))",0.6308457247036406,Update: Hillary Clinton left the country when Murdoch's indictment was announced.
110,111,"(u1 / update-01
    :ARG1 (p1 / parting-01
              :ARG2 (p3 / person-01
                        :name (n / name
                                 :op1 ""Hillary""
                                 :op2 ""Clinton""))
              :ARG1 (c / country)
              :time (a1 / announce-01
                        :ARG1 (ii / indict-01
                                  :ARG1 (p2 / person
                                            :name (n2 / name
                                                      :op1 ""Murdoch""))))))",0.4930289062542142,Update: Clinton and the country parted when Murdoch's indictment was announced.
111,112,"(a / arrest-01
   :ARG2 (p / person
            :mod (r / religious-group
                    :name (n / name
                             :op1 ""Muslim""))
            :ARG0-of (b / break-18
                        :ARG1-of (l / legal-02
                                    :polarity -))
            :source (c / country
                       :name (n2 / name
                                 :op1 ""Iran"")))
   :ARG2 (s / start-01
            :ARG0 p
            :ARG1 (w / wildfire
                     :location (s2 / state
                                   :name (n3 / name
                                             :op1 ""California"")))))",0.935477312342254,Illegal Muslim breakers from Iran arrested for starting wildfires in California
112,113,"(h / hold-01
   :ARG1 (p1 / person-01
             :mod (r / religious-group
                     :name (n / name
                              :op1 ""Muslim""))
             :ARG0-of (w1 / wear_out-01
                          :ARG1-of (l / legal-02
                                      :polarity -))
             :source (c / country
                        :name (n2 / name
                                  :op1 ""Iran"")))
   :ARG2 (s / start-01
            :ARG0 p1
            :ARG1 (w / wildfire
                     :location (s2 / state
                                   :name (n3 / name
                                             :op1 ""California"")))))",0.5189546251075436,Illegally worn out Muslims from Iran are held to start wildfires in California.
113,114,"(a1 / arrest-01
    :ARG1 (i / individual-01
             :mod (r / religious-group
                     :name (n / name
                              :op1 ""Muslim""))
             :ARG0-of (d / disruption-01
                         :ARG1-of (l1 / legal-01
                                      :polarity -))
             :source (c / country
                        :name (n2 / name
                                  :op1 ""Iran"")))
    :ARG2 (s / start-01
             :ARG0 i
             :ARG1 (w / wildfire
                      :location (s2 / state
                                    :name (n3 / name
                                              :op1 ""California"")))))",0.5521422879662239,An Iranian Muslim individual was arrested for illegal disruption and started wildfires in California.
114,115,"(l1 / legal-01
    :ARG2 (u / unwrap-01
             :ARG3 (p1 / person-01
                       :ARG4 (c / country
                                :name (n2 / name
                                          :op1 ""Iran""))
                       :ARG0-of (s / start-01
                                   :ARG1 (w / wildfire
                                            :location (s2 / state
                                                          :name (n3 / name
                                                                    :op1 ""California""))))
                       :ARG0-of (t / taking_into_custody-01
                                   :ARG2 s)
                       :mod (r / religious-group
                               :name (n / name
                                        :op1 ""Muslim""))))
    :polarity -)",0.4857691589272522,It is illegal to unwrap a Muslim Iranian who started California wildfires and is taking into custody.
116,117,"(d / die-01
   :ARG1 (f / find-01
            :ARG2 (p / person
                     :ARG3-of (h / have-org-role-91
                                 :ARG1 (l / league
                                          :name (n / name
                                                   :op1 ""NFL""))
                                 :ARG4 (l2 / lawyer))
                     :ARG4-of (c / claim-01
                                 :ARG4 (r / rig-01
                                          :ARG1 (g / game
                                                   :name n
                                                   :op1 ""Super""
                                                   :op2 ""Bowl""))))))",0.7725724533673134,The NFL lawyers who claimed the Super Bowl was rigged are found dead.
117,118,"(f1 / find-01
    :ARG1 (s / somebody-01
             :ARG0-of (h / have-org-role-91
                         :ARG1 (l1 / league-01
                                   :name (n / name
                                            :op1 ""NFL""))
                         :ARG2 (a / attorney-01))
             :ARG0-of (e / exact-01
                         :ARG1 (r / rig-01
                                  :ARG1 (g / game
                                           :name n
                                           :op1 ""Super""
                                           :op2 ""Bowl""))))
    :ARG1-of (d / die-01))",0.540182015892676,"somebody from the NFL who was the one who found the Super Bowl rigged was dead, somebody who was the attorney."
118,119,"(h / have-org-role-91
   :ARG0 (m / mortal-01
            :ARG0-of (c / claim-01
                        :ARG1 (r / rig-01
                                 :ARG1 (g / game
                                          :name (n / name
                                                   :op1 ""NFL"")
                                          :op1 ""Super""
                                          :op2 ""Bowl"")))
            :ARG1-of (d1 / discovery-01
                         :ARG1-of (d / die-01)))
   :ARG1 (l / league
            :name n)
   :ARG2 (l2 / lawyer))",0.7996763147762787,The lawyer for the league is a mortal who claimed the Super Bowl was rigged and was discovered dead.
119,120,"(f / find-01
   :ARG4 (p / person
            :ARG1-of (h / have-org-role-91
                        :ARG3 (l / league
                                 :name (n / name
                                          :op1 ""NFL""))
                        :ARG2 (l2 / lawyer))
            :ARG0-of (c / claim-01
                        :ARG1 (r / rig-01
                                 :ARG1 (g / game
                                          :name n
                                          :op1 ""Super""
                                          :op2 ""Bowl""))))
   :ARG1-of (d / die-01))",0.8316096558388353,The NFL lawyer who claimed the Super Bowl was rigged was found dead.
120,121,"(c3 / cause-01
    :ARG1 (d / die-01
             :ARG2 (p / person
                      :quant 16
                      :ARG0-of (c / crew-01
                                  :ARG3 (w / whale-01))
                      :mod (c2 / country
                               :name (n / name
                                        :op1 ""Japan""))))
    :ARG0 (w2 / whale
              :ARG0-of (k / kill-01)))",0.7680451643380521,The whale that killed caused the deaths of 16 Japanese whale crew.
121,122,"(d / die-01
   :ARG2 (p / person
            :quant 16
            :ARG4-of (c / crew-01
                        :ARG0 (w / whale-01))
            :mod (c2 / country
                     :name (n / name
                              :op1 ""Japan"")))
   :ARG2-of (c3 / cause-01
                :ARG0 (w2 / whale
                          :ARG0-of (k / kill-01))))",0.5518318685112114,16 Japanese whale crew members died from the killer whale.
123,124,"(d / die-01
   :ARG4 (p / person
            :quant 16
            :ARG0-of (c / crew-01
                        :ARG4 (w / whale-01))
            :mod (c2 / country
                     :name (n / name
                              :op1 ""Japan"")))
   :ARG1-of (c3 / cause-01
                :ARG0 (w2 / whale
                          :ARG0-of (k / kill-01))))",0.7680451643380521,16 Japanese whale crew died from the killer whale.
124,125,"(r / remove-01
   :ARG1 (b / barrel
            :ARG1-of (c / contain-01
                        :ARG1 (p3 / part
                                  :source (w / woman
                                             :quant 3
                                             :ARG1-of (m / miss-01)))))
   :ARG2 (p / property
            :poss (p2 / person
                      :name (n / name
                               :op1 ""Clinton""))))",0.9658285256870232,A barrel containing parts from three missing women was removed from Clinton's property and removed.
125,126,"(c / contain-01
   :ARG0 (b / barrel
            :ARG1-of (r / remove-01
                        :ARG2 (p / property
                                 :poss (p2 / person
                                           :name (n / name
                                                    :op1 ""Clinton"")))))
   :ARG1 (p3 / part
             :source (w / woman
                        :quant 3
                        :ARG1-of (m / miss-01))))",1.0,The barrel removed from Clinton's property contained parts from the three missing women.
126,127,"(g / get_rid_of-01
   :ARG1 (c1 / cask-01
             :ARG0-of (t / turn_back-01
                         :ARG1 (p3 / part
                                   :source (w / woman
                                              :quant 3
                                              :ARG1-of (m / miss-01)))))
   :ARG2 (p / property
            :poss (p2 / person
                      :name (n / name
                               :op1 ""Clinton""))))",0.6605352015192593,The cask that turned back parts from the three missing women got racked up Clinton's property.
127,128,"(m / miss-01
   :ARG1 (w / woman
            :source-of (p3 / part
                           :ARG1-of (b1 / bear-01
                                        :ARG2 (b2 / barrel-01
                                                  :ARG4-of (m1 / move_out-01
                                                               :ARG2 (p / property
                                                                        :poss (p2 / person
                                                                                  :name (n / name
                                                                                           :op1 ""Clinton"")))))))
            :quant 3))",0.6605352015192593,"Three women were missing, part of which was borne by a barrel moved out of Clinton's property."
128,129,"(r / remove-01
   :ARG0 (b / barrel
            :ARG4-of (c / contain-01
                        :ARG1 (p3 / part
                                  :source (w / woman
                                             :quant 3
                                             :ARG1-of (m / miss-01)))))
   :ARG1 (p / property
            :poss (p2 / person
                      :name (n / name
                               :op1 ""Clinton""))))",0.8355274634507933,A barrel containing parts from three missing women removed Clinton's property.
129,130,"(l / liberal-02
   :ARG0 (w / woman
            :ARG0-of (h / hate-01
                        :ARG1 (ii / i)
                        :ARG1-of (c / cause-01
                                    :ARG0 (a / and
                                             :op1 (b / beauty
                                                     :poss ii
                                                     :ARG1-of (s2 / strike-01))
                                             :op2 (ii2 / intelligent-01
                                                       :ARG1 ii)))
                        :ARG4-of (s / say-01
                                    :ARG0 (p / person
                                             :name (n / name
                                                      :op1 ""Kellyanne""
                                                      :op2 ""Conway""))))))",0.8965397859620435,"""A woman who hates me for my striking beauty and intelligence, Kellyanne Conway, is a liberal."""
130,131,"(s2 / strike-01
    :ARG1 (b / beauty
             :op1-of (a / and
                        :op2 (ii2 / intelligent-01
                                  :ARG1 (ii / i
                                            :ARG1-of (h / hate-01
                                                        :ARG1-of (c / cause-01
                                                                    :ARG0 a)
                                                        :ARG0-of (s / say-01
                                                                    :ARG3 (p / person
                                                                             :name (n / name
                                                                                      :op1 ""Kellyanne""
                                                                                      :op2 ""Conway"")))
                                                        :ARG4 (w / woman
                                                                 :ARG1-of (l / liberal-02))))))
             :poss ii))",0.8093729161888583,"The beauty of my being a ""hateful"" (Kellyanne Conway) liberal woman is striking: her intelligence."
131,132,"(s2 / strike-01
    :ARG1 (b / beauty
             :op1-of (a / and
                        :op2 (ii2 / intelligent-01
                                  :ARG1 (ii / i
                                            :ARG1-of (h / hate-01
                                                        :ARG1-of (c / cause-01
                                                                    :ARG0 a)
                                                        :ARG1-of (s / say-01
                                                                    :ARG2 (p / person
                                                                             :name (n / name
                                                                                      :op1 ""Kellyanne""
                                                                                      :op2 ""Conway"")))
                                                        :ARG0 (w / woman
                                                                 :ARG1-of (l / liberal-02))))))
             :poss ii))",0.948995221422215,"The beauty of my being a liberal woman who hates for herself (Kellyanne Conway) and for it, strikes me as intelligent."
132,133,"(s2 / strike-01
    :ARG1 (b / beauty
             :op1-of (a / and
                        :op2 (ii2 / intelligent-01
                                  :ARG1 (ii / i
                                            :ARG0-of (h1 / hate-01
                                                         :ARG0-of (c / cause-01
                                                                     :ARG0 a)
                                                         :ARG4-of (s1 / say-01
                                                                      :ARG0 (p1 / person-01
                                                                                :name (n / name
                                                                                         :op1 ""Kellyanne""
                                                                                         :op2 ""Conway"")))
                                                         :ARG0 (w1 / woman-01
                                                                   :ARG2-of (l / liberal-02))))))
             :poss ii))",0.5726323109357211,"The beauty of myself, and that of the liberal woman, who hates me for it, as Kellyanne Conway said, strikes me as intelligent."
